번호1,번호2,번호3,번호4,번호5,번호6
12,15,26,27,29,40
12,15,26,27,31,34
12,15,26,27,31,40
12,15,26,27,32,43
12,15,26,27,34,37
12,15,26,27,34,43
12,15,26,27,37,40
12,15,26,28,37,39
12,15,27,29,32,40
12,15,27,31,32,40
12,15,27,31,34,40
12,16,19,21,34,39
12,16,19,27,32,35
12,16,19,27,34,39
12,16,21,25,31,40
12,16,21,31,35,40
12,16,23,27,32,35
12,16,23,27,34,39
12,16,23,27,39,40
12,17,21,25,32,40
12,17,21,25,34,38
12,17,21,25,34,40
12,17,21,25,38,40
12,18,23,25,39,40
12,18,23,28,35,39
12,19,24,28,35,39
12,20,21,25,31,38
12,20,21,25,38,43
12,20,23,25,34,39
12,20,23,25,39,40
12,21,25,26,37,38
12,21,26,27,31,40
12,21,26,28,33,37
12,23,25,26,34,39
12,23,25,27,32,36
13,14,20,24,27,39
13,14,24,26,27,39
13,14,24,27,34,39
13,15,16,21,38,40
13,15,16,22,27,40
13,15,18,21,38,40
13,15,18,26,27,40
13,15,18,27,38,40
13,15,20,21,30,40
13,15,20,21,38,40
13,15,20,24,27,40
13,15,20,26,27,40
13,15,20,27,32,40
13,15,21,22,26,40
13,15,21,24,26,34
13,15,21,24,26,40
13,15,21,24,32,38
13,15,21,24,32,40
13,15,21,24,34,38
13,15,21,24,38,40
13,15,21,26,30,40
13,15,21,26,32,40
13,15,21,26,38,40
13,15,21,30,32,40
13,15,21,32,38,40
13,15,22,24,39,40
13,15,22,26,27,40
13,15,24,27,34,40
13,15,26,27,32,40
13,16,20,21,33,38
13,16,20,21,38,39
13,16,20,21,39,40
13,16,21,24,26,39
13,16,21,26,38,39
13,16,21,26,39,40
13,16,21,27,38,40
13,18,21,25,30,38
13,18,21,25,30,40
13,20,21,24,33,38
13,20,21,24,38,39
13,20,21,24,39,40
13,20,21,25,30,38
13,20,21,25,30,40
13,20,24,28,35,39
13,21,22,24,39,40
13,21,24,25,34,38
13,21,24,25,34,40
13,21,24,26,34,39
13,21,24,26,35,40
13,21,25,26,30,40
14,15,18,23,27,32
14,15,18,23,27,40
14,15,18,25,27,40
14,15,18,25,30,43
14,15,18,26,27,31
14,15,18,26,27,37
14,15,18,26,27,43
14,15,18,26,33,43
14,15,18,26,39,43
14,15,18,27,29,38
14,15,18,27,29,40
14,15,18,27,31,40
14,15,18,27,32,37
14,15,18,27,32,43
14,15,18,27,34,43
14,15,18,27,37,40
14,15,18,29,33,40
14,15,18,29,39,40
14,15,18,32,33,43
14,15,19,24,27,32
14,15,19,24,27,34
14,15,19,26,27,40
14,15,19,27,34,40
14,15,20,24,29,33
14,15,20,29,33,40
14,15,23,32,33,40
14,15,24,27,32,43
14,15,24,27,34,43
14,15,24,29,32,33
14,15,24,29,33,40
14,15,25,26,30,43
14,15,26,27,31,40
14,15,26,27,37,40
14,15,26,29,33,40
14,15,27,31,32,40
14,16,18,23,27,33
14,16,18,23,27,39
14,16,18,27,33,43
14,16,18,27,37,39
14,16,18,27,39,43
14,16,19,27,39,40
14,16,20,23,33,39
14,16,20,29,33,39
14,16,23,25,33,42
14,17,18,27,39,40
14,18,20,23,27,39
14,18,20,25,39,43
14,18,20,27,37,39
14,18,22,27,37,39
14,18,23,25,27,38
14,18,23,25,27,40
14,18,23,25,30,33
14,18,23,25,30,39
14,18,23,25,33,40
14,18,23,25,39,40
14,18,23,27,33,40
14,18,23,27,34,39
14,18,24,27,31,35
14,18,24,27,35,41
14,18,26,27,31,39
14,18,27,29,33,38
14,18,27,31,32,35
14,20,23,25,30,39
15,16,18,23,27,38
15,16,18,23,27,40
15,16,18,26,27,43
15,16,18,27,29,40
15,16,18,27,37,40
15,16,18,27,38,43
15,16,19,27,32,36
15,16,19,27,32,40
15,16,19,27,36,40
15,16,20,24,33,43
15,16,20,26,27,43
15,16,21,24,34,43
15,16,21,26,32,37
15,16,21,26,32,43
15,16,21,26,34,37
15,16,21,26,34,43
15,16,21,26,38,43
15,16,26,27,32,43
15,17,21,24,26,32
15,17,21,24,26,34
15,17,24,27,32,40
15,18,20,27,31,40
15,18,22,23,27,40
15,18,22,27,31,40
15,18,22,27,37,40
15,18,23,27,28,40
15,18,23,27,34,40
15,18,24,26,35,41
15,18,26,27,29,40
15,18,26,27,31,40
15,19,20,24,27,40
15,19,21,26,30,34
15,19,21,26,34,38
15,19,21,32,34,38
15,19,22,24,28,39
15,19,22,27,32,40
15,19,24,27,32,40
15,19,24,27,34,40
15,20,21,24,32,41
15,20,21,24,32,43
15,20,21,26,30,43
15,20,24,27,32,37
15,20,26,27,31,40
15,21,22,24,32,43
15,21,22,26,31,40
15,21,22,26,32,43
15,21,24,25,32,40
15,21,24,26,31,40
15,21,24,26,32,37
15,21,24,26,32,41
15,21,24,26,34,37
15,21,25,26,30,34
15,21,26,30,31,34
16,18,19,27,39,40
16,18,21,27,37,40
16,18,23,25,27,40
16,18,23,27,32,35
16,18,23,27,35,38
16,18,23,27,35,40
16,19,21,24,33,34
16,19,24,27,32,35
16,20,21,25,30,43
16,20,23,25,33,42
17,18,21,25,30,38
17,20,21,25,30,40
